,name,x1,x2,y1,y2,classname,bbox
6020,3967.png,143,27,291,216,face_with_mask,"[143, 27, 291, 216]"
6021,3967.png,177,140,274,211,mask_colorful,"[177, 140, 274, 211]"
6022,6210.jpg,509,273,1254,1202,face_no_mask,"[509, 273, 1254, 1202]"
6023,4282.png,178,55,419,404,face_with_mask,"[178, 55, 419, 404]"
6024,4282.png,195,241,400,405,mask_colorful,"[195, 241, 400, 405]"
6025,4282.png,180,57,416,215,hat,"[180, 57, 416, 215]"
6026,4440.png,235,37,382,252,face_other_covering,"[235, 37, 382, 252]"
6027,4440.png,387,54,456,140,face_other_covering,"[387, 54, 456, 140]"
6028,4440.png,389,57,458,96,hat,"[389, 57, 458, 96]"
6029,4440.png,247,118,382,188,sunglasses,"[247, 118, 382, 188]"
6030,5681.jpg,456,87,616,297,face_no_mask,"[456, 87, 616, 297]"
6031,3547.png,235,0,527,318,face_other_covering,"[235, 0, 527, 318]"
6032,3547.png,237,0,523,311,helmet,"[237, 0, 523, 311]"
6033,2698.png,197,10,474,370,face_other_covering,"[197, 10, 474, 370]"
6034,2698.png,192,5,487,376,balaclava_ski_mask,"[192, 5, 487, 376]"
6035,2779.png,380,164,456,255,face_with_mask,"[380, 164, 456, 255]"
6036,2779.png,384,205,439,254,mask_colorful,"[384, 205, 439, 254]"
6037,5278.jpg,349,12,644,348,face_other_covering,"[349, 12, 644, 348]"
6038,5278.jpg,385,179,642,346,scarf_bandana,"[385, 179, 642, 346]"
6039,3956.png,252,0,526,389,face_with_mask,"[252, 0, 526, 389]"
6040,3956.png,270,176,506,385,mask_colorful,"[270, 176, 506, 385]"
6041,5505.jpg,401,28,780,503,face_other_covering,"[401, 28, 780, 503]"
6042,5505.jpg,432,261,757,498,scarf_bandana,"[432, 261, 757, 498]"
6043,5505.jpg,407,2,777,319,hat,"[407, 2, 777, 319]"
6044,5505.jpg,405,198,638,286,sunglasses,"[405, 198, 638, 286]"
6045,4171.png,197,81,265,166,face_with_mask,"[197, 81, 265, 166]"
6046,4171.png,341,62,413,151,face_with_mask,"[341, 62, 413, 151]"
6047,4171.png,41,67,157,187,face_with_mask,"[41, 67, 157, 187]"
6048,4171.png,3,61,42,144,face_with_mask_incorrect,"[3, 61, 42, 144]"
6049,4171.png,36,61,149,148,turban,"[36, 61, 149, 148]"
6050,4171.png,100,142,154,185,mask_surgical,"[100, 142, 154, 185]"
6051,4171.png,217,133,260,164,mask_surgical,"[217, 133, 260, 164]"
6052,4171.png,350,115,402,151,mask_surgical,"[350, 115, 402, 151]"
6053,4171.png,3,110,39,139,mask_surgical,"[3, 110, 39, 139]"
6054,4171.png,10,92,31,104,eyeglasses,"[10, 92, 31, 104]"
6055,4171.png,199,84,263,134,hair_net,"[199, 84, 263, 134]"
6056,4171.png,2,60,37,99,hair_net,"[2, 60, 37, 99]"
6057,4171.png,342,59,410,105,hair_net,"[342, 59, 410, 105]"
6058,5639.jpg,209,36,374,280,face_other_covering,"[209, 36, 374, 280]"
6059,5639.jpg,217,127,365,192,eyeglasses,"[217, 127, 365, 192]"
6060,4800.png,228,7,511,353,face_with_mask,"[228, 7, 511, 353]"
6061,4800.png,282,179,482,347,mask_surgical,"[282, 179, 482, 347]"
6062,2509.png,1,3,436,617,face_with_mask,"[1, 3, 436, 617]"
6063,2509.png,1,195,421,615,mask_colorful,"[1, 195, 421, 615]"
6064,2509.png,0,4,514,78,hat,"[0, 4, 514, 78]"
6065,5366.jpg,353,106,632,408,face_other_covering,"[353, 106, 632, 408]"
6066,5366.jpg,329,31,632,168,hat,"[329, 31, 632, 168]"
6067,5366.jpg,356,170,557,238,eyeglasses,"[356, 170, 557, 238]"
6068,4316.png,100,9,605,538,face_with_mask,"[100, 9, 605, 538]"
6069,4316.png,154,264,588,536,mask_colorful,"[154, 264, 588, 536]"
6070,1913.jpg,845,142,1395,872,face_with_mask,"[845, 142, 1395, 872]"
6071,1913.jpg,868,502,1330,853,mask_surgical,"[868, 502, 1330, 853]"
6072,5762.jpg,542,28,906,357,hat,"[542, 28, 906, 357]"
6073,5762.jpg,537,23,905,410,face_other_covering,"[537, 23, 905, 410]"
6074,2770.png,171,2,636,620,face_with_mask_incorrect,"[171, 2, 636, 620]"
6075,2770.png,194,318,620,613,mask_colorful,"[194, 318, 620, 613]"
6076,2770.png,212,143,632,299,eyeglasses,"[212, 143, 632, 299]"
6077,2927.png,106,243,140,291,face_with_mask,"[106, 243, 140, 291]"
6078,2927.png,198,234,294,335,face_with_mask_incorrect,"[198, 234, 294, 335]"
6079,2927.png,109,270,138,289,mask_surgical,"[109, 270, 138, 289]"
6080,2927.png,225,262,293,295,sunglasses,"[225, 262, 293, 295]"
6081,2927.png,233,304,286,334,mask_colorful,"[233, 304, 286, 334]"
6082,1889.jpg,1091,392,2124,1754,face_with_mask,"[1091, 392, 2124, 1754]"
6083,1889.jpg,1114,1024,2066,1707,mask_surgical,"[1114, 1024, 2066, 1707]"
6084,4785.png,95,9,406,409,face_with_mask,"[95, 9, 406, 409]"
6085,4785.png,69,7,424,450,gas_mask,"[69, 7, 424, 450]"
6086,5817.jpg,170,162,353,377,face_other_covering,"[170, 162, 353, 377]"
6087,5817.jpg,719,171,896,398,face_other_covering,"[719, 171, 896, 398]"
6088,5817.jpg,175,238,347,282,sunglasses,"[175, 238, 347, 282]"
6089,5817.jpg,730,271,881,304,sunglasses,"[730, 271, 881, 304]"
6090,2129.jpg,203,6,496,373,face_other_covering,"[203, 6, 496, 373]"
6091,2129.jpg,163,65,499,350,face_shield,"[163, 65, 499, 350]"
6092,2129.jpg,200,128,495,373,scarf_bandana,"[200, 128, 495, 373]"
6093,2129.jpg,203,0,495,186,turban,"[203, 0, 495, 186]"
6094,3065.png,224,30,372,177,face_with_mask,"[224, 30, 372, 177]"
6095,3065.png,256,85,367,172,mask_colorful,"[256, 85, 367, 172]"
6096,3285.png,134,16,497,499,face_with_mask,"[134, 16, 497, 499]"
6097,3285.png,151,225,483,356,eyeglasses,"[151, 225, 483, 356]"
6098,3285.png,142,280,464,500,mask_colorful,"[142, 280, 464, 500]"
6099,3474.png,341,187,393,252,face_with_mask,"[341, 187, 393, 252]"
6100,3474.png,115,231,168,292,face_with_mask,"[115, 231, 168, 292]"
6101,3474.png,356,220,388,251,mask_colorful,"[356, 220, 388, 251]"
6102,3474.png,125,262,163,293,mask_surgical,"[125, 262, 163, 293]"
6103,5499.jpg,2124,227,2404,594,face_other_covering,"[2124, 227, 2404, 594]"
6104,5499.jpg,2062,231,2404,433,hat,"[2062, 231, 2404, 433]"
6105,2809.png,199,198,411,429,face_with_mask,"[199, 198, 411, 429]"
6106,2809.png,205,295,398,424,mask_colorful,"[205, 295, 398, 424]"
6107,2021.jpg,459,36,662,293,face_with_mask,"[459, 36, 662, 293]"
6108,2021.jpg,532,153,658,275,mask_colorful,"[532, 153, 658, 275]"
6109,2021.jpg,466,40,626,150,hat,"[466, 40, 626, 150]"
6110,2281.png,268,6,327,84,face_with_mask,"[268, 6, 327, 84]"
6111,2281.png,275,48,325,82,mask_surgical,"[275, 48, 325, 82]"
6112,2281.png,270,6,327,36,hat,"[270, 6, 327, 36]"
6113,3116.png,13,0,680,551,face_other_covering,"[13, 0, 680, 551]"
6114,3116.png,51,233,617,550,other,"[51, 233, 617, 550]"
6115,5731.jpg,445,66,544,195,face_no_mask,"[445, 66, 544, 195]"
6116,5731.jpg,807,84,905,213,face_no_mask,"[807, 84, 905, 213]"
6117,5731.jpg,576,77,683,204,face_other_covering,"[576, 77, 683, 204]"
6118,5731.jpg,566,74,701,231,hijab_niqab,"[566, 74, 701, 231]"
6119,5731.jpg,70,200,158,297,face_no_mask,"[70, 200, 158, 297]"
6120,2338.png,234,2,463,313,face_with_mask,"[234, 2, 463, 313]"
6121,2338.png,243,94,452,303,mask_colorful,"[243, 94, 452, 303]"
6122,2338.png,203,0,515,341,hood,"[203, 0, 515, 341]"
6123,5616.jpg,154,10,331,223,face_other_covering,"[154, 10, 331, 223]"
6124,5616.jpg,156,9,328,86,hat,"[156, 9, 328, 86]"
6125,5691.jpg,203,127,278,232,face_other_covering,"[203, 127, 278, 232]"
6126,5691.jpg,206,163,278,187,sunglasses,"[206, 163, 278, 187]"
6127,3441.png,197,6,328,133,face_with_mask,"[197, 6, 328, 133]"
6128,3441.png,218,52,320,128,mask_colorful,"[218, 52, 320, 128]"
6129,4233.png,827,70,1113,408,face_with_mask,"[827, 70, 1113, 408]"
6130,4233.png,21,26,344,390,face_with_mask,"[21, 26, 344, 390]"
6131,4233.png,38,158,274,362,mask_surgical,"[38, 158, 274, 362]"
6132,4233.png,848,235,1097,417,mask_surgical,"[848, 235, 1097, 417]"
6133,4233.png,8,61,370,404,face_shield,"[8, 61, 370, 404]"
6134,4233.png,781,124,1125,435,face_shield,"[781, 124, 1125, 435]"
6135,4161.png,181,19,384,323,face_with_mask,"[181, 19, 384, 323]"
6136,4161.png,185,169,373,323,mask_colorful,"[185, 169, 373, 323]"
6137,4161.png,178,15,385,141,hat,"[178, 15, 385, 141]"
6138,4207.png,245,71,318,178,face_with_mask,"[245, 71, 318, 178]"
6139,4207.png,83,21,166,144,face_with_mask,"[83, 21, 166, 144]"
6140,4207.png,392,108,461,198,face_with_mask,"[392, 108, 461, 198]"
6141,4207.png,290,43,342,118,face_with_mask,"[290, 43, 342, 118]"
6142,4207.png,167,19,238,115,face_with_mask,"[167, 19, 238, 115]"
6143,4207.png,99,79,163,140,mask_surgical,"[99, 79, 163, 140]"
6144,4207.png,180,66,235,110,mask_surgical,"[180, 66, 235, 110]"
6145,4207.png,248,117,314,174,mask_surgical,"[248, 117, 314, 174]"
6146,4207.png,395,151,452,193,mask_surgical,"[395, 151, 452, 193]"
6147,4207.png,306,81,337,114,mask_surgical,"[306, 81, 337, 114]"
6148,4207.png,257,107,305,123,eyeglasses,"[257, 107, 305, 123]"
6149,4207.png,85,21,161,94,hair_net,"[85, 21, 161, 94]"
6150,4207.png,168,20,231,57,hair_net,"[168, 20, 231, 57]"
6151,4207.png,248,75,313,124,hair_net,"[248, 75, 313, 124]"
6152,4207.png,292,42,339,77,hair_net,"[292, 42, 339, 77]"
6153,4207.png,395,108,460,154,hair_net,"[395, 108, 460, 154]"
6154,4318.png,203,6,500,374,face_with_mask,"[203, 6, 500, 374]"
6155,4318.png,214,178,493,359,mask_surgical,"[214, 178, 493, 359]"
6156,4318.png,201,0,511,509,hijab_niqab,"[201, 0, 511, 509]"
6157,3594.png,404,14,485,120,face_with_mask,"[404, 14, 485, 120]"
6158,3594.png,138,89,206,184,face_with_mask,"[138, 89, 206, 184]"
6159,3594.png,738,53,768,154,face_with_mask,"[738, 53, 768, 154]"
6160,3594.png,148,133,203,176,mask_surgical,"[148, 133, 203, 176]"
6161,3594.png,407,68,469,119,mask_surgical,"[407, 68, 469, 119]"
6162,3594.png,741,104,767,150,mask_surgical,"[741, 104, 767, 150]"
6163,5467.jpg,170,29,355,291,face_other_covering,"[170, 29, 355, 291]"
6164,5467.jpg,195,150,339,286,scarf_bandana,"[195, 150, 339, 286]"
6165,2884.png,192,53,358,296,face_with_mask,"[192, 53, 358, 296]"
6166,2884.png,215,192,349,295,mask_surgical,"[215, 192, 349, 295]"
6167,2884.png,204,126,350,202,goggles,"[204, 126, 350, 202]"
6168,2884.png,221,151,337,197,eyeglasses,"[221, 151, 337, 197]"
6169,6306.jpg,29,9,661,818,face_no_mask,"[29, 9, 661, 818]"
6170,6231.jpg,180,151,568,657,face_no_mask,"[180, 151, 568, 657]"
6171,4328.png,342,57,508,281,face_with_mask,"[342, 57, 508, 281]"
6172,4328.png,356,191,468,275,mask_surgical,"[356, 191, 468, 275]"
6173,5052.jpg,243,133,368,234,mask_surgical,"[243, 133, 368, 234]"
6174,3731.png,116,80,219,202,face_with_mask,"[116, 80, 219, 202]"
6175,3731.png,122,134,181,200,mask_colorful,"[122, 134, 181, 200]"
6176,6289.jpg,236,194,282,253,face_no_mask,"[236, 194, 282, 253]"
6177,6289.jpg,526,95,621,191,face_no_mask,"[526, 95, 621, 191]"
6178,2286.png,308,130,390,244,face_with_mask,"[308, 130, 390, 244]"
6179,2286.png,543,40,644,183,face_with_mask,"[543, 40, 644, 183]"
6180,2286.png,678,161,737,225,face_with_mask,"[678, 161, 737, 225]"
6181,2286.png,384,115,435,186,face_with_mask,"[384, 115, 435, 186]"
6182,2286.png,436,156,494,250,face_with_mask,"[436, 156, 494, 250]"
6183,2286.png,321,192,386,239,mask_surgical,"[321, 192, 386, 239]"
6184,2286.png,387,151,430,185,mask_surgical,"[387, 151, 430, 185]"
6185,2286.png,559,129,639,183,mask_surgical,"[559, 129, 639, 183]"
6186,2286.png,683,187,730,220,mask_surgical,"[683, 187, 730, 220]"
6187,2286.png,442,221,495,249,mask_surgical,"[442, 221, 495, 249]"
6188,2286.png,447,202,492,219,eyeglasses,"[447, 202, 492, 219]"
6189,2286.png,380,113,444,146,hat,"[380, 113, 444, 146]"
6190,3373.png,161,21,368,306,face_other_covering,"[161, 21, 368, 306]"
6191,3373.png,186,22,341,104,hat,"[186, 22, 341, 104]"
6192,3373.png,166,94,359,215,goggles,"[166, 94, 359, 215]"
6193,3373.png,225,141,361,300,scarf_bandana,"[225, 141, 361, 300]"
6194,1805.jpg,728,180,853,336,face_with_mask,"[728, 180, 853, 336]"
6195,1805.jpg,737,249,831,320,mask_surgical,"[737, 249, 831, 320]"
6196,1805.jpg,703,164,877,277,hat,"[703, 164, 877, 277]"
6197,4367.png,225,7,685,481,face_with_mask,"[225, 7, 685, 481]"
6198,4367.png,228,168,548,479,mask_colorful,"[228, 168, 548, 479]"
6199,4367.png,274,97,600,332,eyeglasses,"[274, 97, 600, 332]"
6200,5622.jpg,242,36,342,169,face_other_covering,"[242, 36, 342, 169]"
6201,5622.jpg,244,69,330,123,sunglasses,"[244, 69, 330, 123]"
6202,4239.png,305,15,711,646,face_with_mask,"[305, 15, 711, 646]"
6203,4239.png,311,310,687,644,mask_colorful,"[311, 310, 687, 644]"
6204,5978.jpg,188,16,502,377,face_no_mask,"[188, 16, 502, 377]"
6205,4849.png,246,58,308,139,face_with_mask,"[246, 58, 308, 139]"
6206,4849.png,260,91,301,136,mask_colorful,"[260, 91, 301, 136]"
6207,5413.jpg,138,4,597,607,face_with_mask,"[138, 4, 597, 607]"
6208,5413.jpg,329,117,637,623,face_shield,"[329, 117, 637, 623]"
6209,5413.jpg,502,255,600,375,eyeglasses,"[502, 255, 600, 375]"
6210,5413.jpg,363,356,597,601,mask_colorful,"[363, 356, 597, 601]"
6211,4481.png,393,111,469,216,face_with_mask,"[393, 111, 469, 216]"
6212,4481.png,72,120,148,226,face_with_mask,"[72, 120, 148, 226]"
6213,4481.png,74,120,153,175,turban,"[74, 120, 153, 175]"
6214,4481.png,400,107,469,182,turban,"[400, 107, 469, 182]"
6215,4481.png,76,177,142,223,mask_surgical,"[76, 177, 142, 223]"
6216,4481.png,396,168,463,213,mask_surgical,"[396, 168, 463, 213]"
6217,4481.png,81,156,141,185,sunglasses,"[81, 156, 141, 185]"
6218,4481.png,407,114,465,138,sunglasses,"[407, 114, 465, 138]"
6219,6133.jpg,337,95,406,184,face_no_mask,"[337, 95, 406, 184]"
6220,6133.jpg,464,119,541,193,face_no_mask,"[464, 119, 541, 193]"
6221,4401.png,247,164,290,208,mask_surgical,"[247, 164, 290, 208]"
6222,4401.png,223,111,314,209,face_with_mask,"[223, 111, 314, 209]"
6223,3030.png,103,24,241,175,face_with_mask,"[103, 24, 241, 175]"
6224,3030.png,388,106,461,211,face_with_mask,"[388, 106, 461, 211]"
6225,3030.png,464,101,565,235,face_with_mask,"[464, 101, 565, 235]"
6226,3030.png,182,101,237,171,mask_surgical,"[182, 101, 237, 171]"
6227,3030.png,406,156,457,208,mask_surgical,"[406, 156, 457, 208]"
6228,3030.png,502,165,561,229,mask_surgical,"[502, 165, 561, 229]"
6229,3030.png,104,25,205,124,hair_net,"[104, 25, 205, 124]"
6230,3030.png,385,105,456,148,hair_net,"[385, 105, 456, 148]"
6231,3030.png,469,104,557,175,hair_net,"[469, 104, 557, 175]"
6232,3030.png,145,80,228,105,eyeglasses,"[145, 80, 228, 105]"
6233,3483.png,199,31,448,374,face_other_covering,"[199, 31, 448, 374]"
6234,3483.png,205,34,446,378,balaclava_ski_mask,"[205, 34, 446, 378]"
6235,3747.png,197,4,519,402,face_with_mask,"[197, 4, 519, 402]"
6236,3747.png,88,282,350,640,face_with_mask,"[88, 282, 350, 640]"
6237,3747.png,105,440,315,633,mask_surgical,"[105, 440, 315, 633]"
6238,3747.png,279,190,517,396,mask_surgical,"[279, 190, 517, 396]"
6239,2797.png,89,5,159,88,face_with_mask,"[89, 5, 159, 88]"
6240,2797.png,308,53,358,121,face_with_mask,"[308, 53, 358, 121]"
6241,2797.png,318,91,353,117,mask_surgical,"[318, 91, 353, 117]"
6242,2797.png,109,44,152,86,mask_surgical,"[109, 44, 152, 86]"
6243,2797.png,87,20,156,45,eyeglasses,"[87, 20, 156, 45]"
6244,2797.png,80,2,153,92,hood,"[80, 2, 153, 92]"
6245,2797.png,306,53,362,124,hood,"[306, 53, 362, 124]"
6246,4501.png,401,59,599,332,face_with_mask,"[401, 59, 599, 332]"
6247,4501.png,404,180,593,329,mask_surgical,"[404, 180, 593, 329]"
6248,3596.png,140,6,243,144,face_other_covering,"[140, 6, 243, 144]"
6249,3596.png,261,33,353,165,face_other_covering,"[261, 33, 353, 165]"
6250,3596.png,143,4,244,79,helmet,"[143, 4, 244, 79]"
6251,3596.png,263,35,352,112,helmet,"[263, 35, 352, 112]"
6252,6194.jpg,513,114,644,315,face_no_mask,"[513, 114, 644, 315]"
6253,6194.jpg,652,162,788,341,face_no_mask,"[652, 162, 788, 341]"
6254,6194.jpg,378,210,483,265,sunglasses,"[378, 210, 483, 265]"
6255,6194.jpg,792,205,894,249,sunglasses,"[792, 205, 894, 249]"
6256,6194.jpg,342,129,502,313,face_other_covering,"[342, 129, 502, 313]"
6257,6194.jpg,782,86,917,288,face_other_covering,"[782, 86, 917, 288]"
6258,5606.jpg,231,101,392,273,face_other_covering,"[231, 101, 392, 273]"
6259,5606.jpg,256,172,370,207,eyeglasses,"[256, 172, 370, 207]"
6260,5170.jpg,295,102,465,335,face_with_mask,"[295, 102, 465, 335]"
6261,5170.jpg,309,234,460,331,mask_surgical,"[309, 234, 460, 331]"
6262,5170.jpg,292,80,475,241,hat,"[292, 80, 475, 241]"
6263,5666.jpg,162,26,273,163,face_with_mask,"[162, 26, 273, 163]"
6264,5666.jpg,171,102,260,165,mask_colorful,"[171, 102, 260, 165]"
6265,5666.jpg,420,5,531,89,face_with_mask,"[420, 5, 531, 89]"
6266,5666.jpg,417,5,532,92,hijab_niqab,"[417, 5, 532, 92]"
6267,5666.jpg,429,30,509,82,mask_colorful,"[429, 30, 509, 82]"
6268,3953.png,451,174,497,239,face_with_mask,"[451, 174, 497, 239]"
6269,3953.png,346,191,389,254,face_with_mask,"[346, 191, 389, 254]"
6270,3953.png,351,212,384,229,eyeglasses,"[351, 212, 384, 229]"
6271,3953.png,456,208,492,220,eyeglasses,"[456, 208, 492, 220]"
6272,3953.png,347,225,385,252,mask_surgical,"[347, 225, 385, 252]"
6273,3953.png,453,212,494,237,mask_surgical,"[453, 212, 494, 237]"
6274,3953.png,213,207,248,227,mask_surgical,"[213, 207, 248, 227]"
6275,3953.png,210,181,251,227,face_with_mask,"[210, 181, 251, 227]"
6276,4668.png,140,5,441,433,face_other_covering,"[140, 5, 441, 433]"
6277,4668.png,144,7,435,400,helmet,"[144, 7, 435, 400]"
6278,2661.png,15,0,380,400,face_with_mask,"[15, 0, 380, 400]"
6279,2661.png,16,158,373,400,mask_colorful,"[16, 158, 373, 400]"
6280,2075.jpg,265,186,675,655,face_no_mask,"[265, 186, 675, 655]"
6281,4235.png,80,29,428,546,face_with_mask,"[80, 29, 428, 546]"
6282,4235.png,90,309,421,545,mask_colorful,"[90, 309, 421, 545]"
6283,2858.png,261,102,334,180,face_other_covering,"[261, 102, 334, 180]"
6284,2858.png,238,102,333,193,hijab_niqab,"[238, 102, 333, 193]"
6285,3459.png,647,2,866,298,face_with_mask,"[647, 2, 866, 298]"
6286,3459.png,666,156,842,292,mask_colorful,"[666, 156, 842, 292]"
6287,3459.png,651,0,857,153,hat,"[651, 0, 857, 153]"
6288,3459.png,30,4,229,113,hat,"[30, 4, 229, 113]"
6289,3459.png,25,1,233,243,face_with_mask,"[25, 1, 233, 243]"
6290,3459.png,55,119,224,244,mask_colorful,"[55, 119, 224, 244]"
6291,5609.jpg,325,104,426,235,face_no_mask,"[325, 104, 426, 235]"
6292,4029.png,132,45,488,551,face_with_mask,"[132, 45, 488, 551]"
6293,4029.png,147,342,436,549,mask_colorful,"[147, 342, 436, 549]"
6294,3790.png,495,120,559,203,face_with_mask,"[495, 120, 559, 203]"
6295,3790.png,332,161,405,235,face_with_mask,"[332, 161, 405, 235]"
6296,3790.png,185,122,251,199,face_with_mask,"[185, 122, 251, 199]"
6297,3790.png,344,183,380,210,eyeglasses,"[344, 183, 380, 210]"
6298,3790.png,516,151,552,169,eyeglasses,"[516, 151, 552, 169]"
6299,3790.png,191,157,239,196,mask_surgical,"[191, 157, 239, 196]"
6300,3790.png,340,197,378,235,mask_surgical,"[340, 197, 378, 235]"
6301,3790.png,505,163,549,196,mask_surgical,"[505, 163, 549, 196]"
6302,3790.png,190,131,248,196,face_shield,"[190, 131, 248, 196]"
6303,3790.png,336,168,391,238,face_shield,"[336, 168, 391, 238]"
6304,3790.png,505,136,559,203,face_shield,"[505, 136, 559, 203]"
6305,3790.png,344,167,402,213,hair_net,"[344, 167, 402, 213]"
6306,3790.png,497,122,554,185,hair_net,"[497, 122, 554, 185]"
6307,6016.jpg,425,26,739,407,face_no_mask,"[425, 26, 739, 407]"
6308,4945.png,373,38,461,137,face_with_mask,"[373, 38, 461, 137]"
6309,4945.png,383,90,438,132,mask_surgical,"[383, 90, 438, 132]"
6310,3698.png,330,118,451,255,face_with_mask,"[330, 118, 451, 255]"
6311,3698.png,9,2,167,190,face_with_mask,"[9, 2, 167, 190]"
6312,3698.png,599,143,680,243,face_with_mask,"[599, 143, 680, 243]"
6313,3698.png,20,111,143,186,mask_colorful,"[20, 111, 143, 186]"
6314,3698.png,377,175,442,251,mask_colorful,"[377, 175, 442, 251]"
6315,3698.png,630,192,676,238,mask_colorful,"[630, 192, 676, 238]"
6316,3698.png,397,159,445,193,eyeglasses,"[397, 159, 445, 193]"
6317,3698.png,307,101,460,176,hat,"[307, 101, 460, 176]"
6318,3698.png,473,113,552,217,face_with_mask,"[473, 113, 552, 217]"
6319,3698.png,493,185,537,222,mask_colorful,"[493, 185, 537, 222]"
6320,3698.png,483,173,538,196,eyeglasses,"[483, 173, 538, 196]"
6321,3794.png,225,0,569,475,face_with_mask,"[225, 0, 569, 475]"
6322,3794.png,245,224,530,470,mask_colorful,"[245, 224, 530, 470]"
6323,3151.png,72,99,449,619,face_with_mask,"[72, 99, 449, 619]"
6324,3151.png,71,297,412,618,mask_surgical,"[71, 297, 412, 618]"
6325,4754.png,125,206,424,524,helmet,"[125, 206, 424, 524]"
6326,4754.png,119,200,433,611,face_other_covering,"[119, 200, 433, 611]"
6327,4754.png,125,333,426,501,goggles,"[125, 333, 426, 501]"
6328,4812.png,362,61,449,168,face_with_mask,"[362, 61, 449, 168]"
6329,4812.png,373,110,437,163,mask_colorful,"[373, 110, 437, 163]"
6330,6265.jpg,337,70,429,201,face_no_mask,"[337, 70, 429, 201]"
6331,5641.jpg,108,45,395,409,face_other_covering,"[108, 45, 395, 409]"
6332,5641.jpg,179,184,351,239,eyeglasses,"[179, 184, 351, 239]"
6333,5641.jpg,111,47,392,410,helmet,"[111, 47, 392, 410]"
6334,5641.jpg,105,159,398,409,face_shield,"[105, 159, 398, 409]"
6335,6353.jpg,806,264,1521,1153,face_no_mask,"[806, 264, 1521, 1153]"
6336,6353.jpg,2647,537,3225,1269,face_no_mask,"[2647, 537, 3225, 1269]"
6337,6173.jpg,272,1,598,416,face_no_mask,"[272, 1, 598, 416]"
6338,4324.png,385,151,462,269,face_with_mask,"[385, 151, 462, 269]"
6339,4324.png,387,198,459,268,mask_colorful,"[387, 198, 459, 268]"
6340,4422.png,354,43,624,399,face_with_mask,"[354, 43, 624, 399]"
6341,4422.png,366,206,602,396,mask_surgical,"[366, 206, 602, 396]"
6342,2108.jpg,467,298,681,586,face_with_mask,"[467, 298, 681, 586]"
6343,2108.jpg,476,434,658,577,mask_colorful,"[476, 434, 658, 577]"
6344,2108.jpg,475,417,656,453,sunglasses,"[475, 417, 656, 453]"
6345,2108.jpg,468,290,683,424,hat,"[468, 290, 683, 424]"
6346,2765.png,169,77,496,437,face_with_mask,"[169, 77, 496, 437]"
6347,2765.png,941,3,1071,182,face_with_mask,"[941, 3, 1071, 182]"
6348,2765.png,194,278,374,432,mask_surgical,"[194, 278, 374, 432]"
6349,2765.png,175,236,363,296,sunglasses,"[175, 236, 363, 296]"
6350,2765.png,167,75,499,266,hat,"[167, 75, 499, 266]"
6351,2765.png,962,86,1064,181,mask_surgical,"[962, 86, 1064, 181]"
6352,3536.png,193,3,468,329,face_with_mask,"[193, 3, 468, 329]"
6353,3536.png,217,128,444,327,mask_colorful,"[217, 128, 444, 327]"
6354,3273.png,477,86,633,244,face_other_covering,"[477, 86, 633, 244]"
6355,3273.png,90,31,218,183,face_no_mask,"[90, 31, 218, 183]"
6356,3273.png,479,137,564,189,sunglasses,"[479, 137, 564, 189]"
6357,2920.png,56,188,279,425,face_other_covering,"[56, 188, 279, 425]"
6358,2920.png,54,186,277,353,helmet,"[54, 186, 277, 353]"
6359,4484.png,248,10,600,442,face_other_covering,"[248, 10, 600, 442]"
6360,4484.png,286,212,574,297,eyeglasses,"[286, 212, 574, 297]"
6361,6134.jpg,416,2,616,236,face_other_covering,"[416, 2, 616, 236]"
6362,6134.jpg,524,97,634,144,eyeglasses,"[524, 97, 634, 144]"
6363,2946.png,14,76,78,162,face_with_mask,"[14, 76, 78, 162]"
6364,2946.png,162,73,238,169,face_with_mask,"[162, 73, 238, 169]"
6365,2946.png,281,6,362,125,face_with_mask,"[281, 6, 362, 125]"
6366,2946.png,460,93,523,187,face_with_mask,"[460, 93, 523, 187]"
6367,2946.png,19,122,74,160,mask_surgical,"[19, 122, 74, 160]"
6368,2946.png,171,121,227,168,mask_surgical,"[171, 121, 227, 168]"
6369,2946.png,289,68,358,126,mask_surgical,"[289, 68, 358, 126]"
6370,2946.png,466,145,523,182,mask_surgical,"[466, 145, 523, 182]"
6371,2946.png,17,77,75,115,hair_net,"[17, 77, 75, 115]"
6372,2946.png,164,75,231,113,hair_net,"[164, 75, 231, 113]"
6373,2946.png,287,8,354,59,hair_net,"[287, 8, 354, 59]"
6374,2946.png,464,95,521,135,hair_net,"[464, 95, 521, 135]"
6375,4759.png,176,31,380,332,face_other_covering,"[176, 31, 380, 332]"
6376,4759.png,186,35,373,324,balaclava_ski_mask,"[186, 35, 373, 324]"
6377,5201.jpg,3574,991,4021,1529,face_with_mask,"[3574, 991, 4021, 1529]"
6378,5201.jpg,3598,1232,3857,1476,mask_surgical,"[3598, 1232, 3857, 1476]"
6379,5201.jpg,3588,1158,3891,1295,eyeglasses,"[3588, 1158, 3891, 1295]"
6380,2413.png,113,3,562,493,face_with_mask,"[113, 3, 562, 493]"
6381,2413.png,116,166,555,488,mask_colorful,"[116, 166, 555, 488]"
6382,6223.jpg,167,188,287,318,face_no_mask,"[167, 188, 287, 318]"
6383,6223.jpg,411,90,507,213,face_no_mask,"[411, 90, 507, 213]"
6384,6223.jpg,765,31,905,181,face_no_mask,"[765, 31, 905, 181]"
